LAMMPS data file via write_data, version 4 May 2022, timestep = 500000

4000 atoms
2 atom types

0 79.266 xlo xhi
0 79.266 ylo yhi
-0.5 0.5 zlo zhi

Masses

1 1
2 3.899578127727749e-317

Pair Coeffs # lj/cut

1 10 1
2 10 1

Atoms # hybrid

556 1 5.183315686229445 0.627845180592773 0 1 1.909859317102744 0 -0.0791217002859899 0.9968649640346148 0 0 0 0
38 1 10.624047355985306 0.14433145941373812 0 1 1.909859317102744 0 0.2593033821947352 -0.9657959183790024 0 2 1 0
2341 1 18.552880263182125 0.29095674577167124 0 1 1.909859317102744 0 -0.47914718013913365 0.8777345724872555 0 -1 1 0
2870 1 36.88516894578675 0.09127483155555756 0 1 1.909859317102744 0 0.26846407056163624 -0.9632896982690142 0 -1 -2 0
1847 1 37.9641233572808 0.6251164547183472 0 1 1.909859317102744 0 0.23246864268728773 -0.972603891696778 0 -1 -2 0
1424 1 40.15028884944134 0.34972760039321404 0 1 1.909859317102744 0 -0.7621921262622371 -0.6473508806198318 0 2 1 0
1634 1 56.47697506514608 0.4107044075736731 0 1 1.909859317102744 0 -0.9370347640199596 -0.3492360963501096 0 -2 1 0
2894 1 66.4521760296719 0.4624939396160672 0 1 1.909859317102744 0 0.9762788242612318 0.21651710619430478 0 0 2 0
1380 1 4.154695350561233 1.4160617057076592 0 1 1.909859317102744 0 0.8518835292068242 -0.5237312790382367 0 1 0 0
3783 1 11.445905888070707 0.8143383154171634 0 1 1.909859317102744 0 -0.9882693646205929 -0.1527208660465459 0 -1 1 0
1388 1 12.558472380484622 0.8757331369202389 0 1 1.909859317102744 0 0.015059944373769828 0.9998865925950994 0 0 0 0
3029 1 13.828588008250424 0.9176481647797183 0 1 1.909859317102744 0 0.8781718391035294 -0.47834529472214304 0 -1 2 0
2859 1 17.521230419623855 0.8484469510039788 0 1 1.909859317102744 0 -0.9994093722951084 -0.03436432082480921 0 0 1 0
700 1 18.579940299458865 1.336679722584648 0 1 1.909859317102744 0 -0.024974451652516653 -0.9996880897259859 0 1 0 0
235 1 31.018396207830012 1.1070282289055657 0 1 1.909859317102744 0 0.580203780720213 0.8144713456064676 0 0 2 0
2422 1 33.84103212562276 0.9240183933742662 0 1 1.909859317102744 0 0.16373750444196578 -0.986503943029603 0 0 0 0
3990 1 40.98784476168118 1.4220870531427972 0 1 1.909859317102744 0 -0.6085636948307832 -0.7935050279057375 0 0 1 0
1007 1 67.46519809130666 0.7175083962315424 0 1 1.909859317102744 0 -0.6635504881632149 -0.7481315055749445 0 -2 -1 0
1342 1 69.99007919194865 0.7602093319248087 0 1 1.909859317102744 0 0.9928681700421487 0.11921743536247818 0 0 2 0
2781 1 0.3531919017273477 1.4557603687864518 0 1 1.909859317102744 0 0.932887247554904 -0.36016854849635005 0 1 0 0
596 1 5.327208155888778 1.7575952068171523 0 1 1.909859317102744 0 -0.2314466738342189 0.9728475919412964 0 0 0 0
397 1 10.606240545535378 1.5280653572687026 0 1 1.909859317102744 0 0.8231845605270475 -0.5677738804183794 0 2 0 0
2790 1 11.653713259566837 1.897337948487733 0 1 1.909859317102744 0 0.14480132729377693 -0.9894607498982345 0 0 3 0
1288 1 13.59057379626189 1.9839434715785158 0 1 1.909859317102744 0 -0.45400680621988543 -0.890998215419751 0 1 -1 0
1123 1 16.042674653181358 2.011500423277977 0 1 1.909859317102744 0 -0.22445853299415008 -0.9744836411869744 0 0 2 0
937 1 34.56243846811378 1.8325690747109344 0 1 1.909859317102744 0 -0.8977779482964143 0.4404483573897511 0 1 0 0
466 1 38.68687265778787 1.4388938728568368 0 1 1.909859317102744 0 -0.8439084680201397 -0.5364871830518715 0 1 1 0
2472 1 54.022903196473436 1.5519295553390908 0 1 1.909859317102744 0 -0.9150748096656651 0.403284133943832 0 -2 0 0
3762 1 55.46915932725796 1.9362351898089942 0 1 1.909859317102744 0 -0.8421778784566674 0.5391997969332709 0 -1 1 0
1855 1 1.2854195455797792 2.48520338650155 0 1 1.909859317102744 0 -0.6205943724664251 0.7841317649724587 0 0 0 0
3707 1 4.553093599786421 2.4981474717381005 0 1 1.909859317102744 0 -0.7151150853998319 0.6990067343082877 0 0 1 0
1360 1 14.699753512114333 2.4281303817606967 0 1 1.909859317102744 0 -0.9988573643034693 -0.04779085427020842 0 -1 0 0
1387 1 18.728640610679534 2.7057173089602506 0 1 1.909859317102744 0 -0.42184158308582387 -0.9066695532308274 0 0 1 0
3920 1 28.320757128804768 2.6522443406130924 0 1 1.909859317102744 0 -0.6108843997491832 0.7917198053084421 0 0 3 0
181 1 36.67073124753362 2.245904495289287 0 1 1.909859317102744 0 0.979387873004069 -0.20198859915140013 0 1 0 0
1816 1 40.197521478700324 2.292642866120157 0 1 1.909859317102744 0 0.41466147677771403 -0.909975746738934 0 1 -1 0
1878 1 43.398811267357914 2.1586889208815663 0 1 1.909859317102744 0 0.01835038931618864 -0.9998316174174698 0 0 -1 0
3574 1 50.848010658851486 2.507440093364646 0 1 1.909859317102744 0 -0.7286445321525239 0.6848920686792689 0 -1 1 0
2000 1 70.54869551439945 2.8459275050251502 0 1 1.909859317102744 0 -0.9851017775039809 0.17197234642048903 0 -2 2 0
2372 1 4.123108636299104 3.500953302356825 0 1 1.909859317102744 0 0.9760664188271114 -0.21747263279418289 0 1 -1 0
1302 1 10.247341463550573 2.863564025146238 0 1 1.909859317102744 0 -0.8445900911449126 -0.5354134644512629 0 2 1 0
3849 1 24.179289130844477 3.299740754382234 0 1 1.909859317102744 0 -0.08987758714896586 0.9959528198172615 0 -1 2 0
3538 1 32.86986516860926 3.453544738931458 0 1 1.909859317102744 0 0.9864728134424361 0.16392494720019113 0 1 0 0
403 1 37.78226048982549 3.411007709998396 0 1 1.909859317102744 0 0.7851862831274704 0.619259639218382 0 2 1 0
3532 1 38.846753589858835 3.0194278667898264 0 1 1.909859317102744 0 0.6404305554064404 0.7680160829556514 0 1 1 0
2631 1 51.628708369406134 3.245006061395658 0 1 1.909859317102744 0 -0.9091183726951234 -0.41653785470657073 0 -1 1 0
3928 1 5.125635877408761 4.160626842300958 0 1 1.909859317102744 0 0.3484789500064684 0.9373166067975283 0 0 0 0
3064 1 19.882548323171527 3.7751779155458056 0 1 1.909859317102744 0 -0.19380566914552383 0.9810399393407991 0 1 1 0
3580 1 46.14074844734215 4.092070232417395 0 1 1.909859317102744 0 0.11893751268045624 -0.9929017413880983 0 -1 0 0
3011 1 52.77494411845378 3.8769249514253645 0 1 1.909859317102744 0 0.626156798018198 -0.7796971618976701 0 1 0 0
2101 1 10.019187687615338 4.729141695836663 0 1 1.909859317102744 0 0.33173827775799425 0.9433714618571087 0 -2 1 0
3431 1 11.46022958332315 4.724866151649256 0 1 1.909859317102744 0 -0.7478217234198915 0.6638995932791723 0 -2 2 0
600 1 32.28379514208967 4.68257809751533 0 1 1.909859317102744 0 -0.8552256546477042 -0.5182558051850988 0 0 1 0
3556 1 43.28523371880189 4.922608407148168 0 1 1.909859317102744 0 0.015075680265337899 -0.9998863554627945 0 -1 0 0
2248 1 68.23062743274141 4.513070831862814 0 1 1.909859317102744 0 0.9601829633728178 0.27937193277811023 0 0 0 0
1313 1 72.11584022224724 4.961215296665595 0 1 1.909859317102744 0 -0.8620015414886631 -0.5069056543846691 0 -2 1 0
411 1 77.90928180895058 4.610967389897256 0 1 1.909859317102744 0 0.9709383520126438 -0.23932972353356796 0 1 2 0
3395 1 2.0418457886032377 5.674569348076957 0 1 1.909859317102744 0 -0.5933261658031279 -0.8049621487681274 0 1 1 0
206 1 6.0736730060106 5.307776159288753 0 1 1.909859317102744 0 -0.3129959936914675 0.9497544461117275 0 0 0 0
1504 1 39.23008684476745 5.419286109274175 0 1 1.909859317102744 0 0.49402328885288954 0.8694486701613141 0 0 -1 0
2685 1 60.40952976577524 5.5371593088133295 0 1 1.909859317102744 0 -0.9836936277448047 -0.179852291369117 0 -1 1 0
1238 1 64.62305327708386 5.586629544436369 0 1 1.909859317102744 0 -0.9863260345940713 0.16480580528680044 0 -1 0 0
1273 1 68.70817168521255 5.456199505887172 0 1 1.909859317102744 0 -0.8449152229960536 -0.5349002392261047 0 -1 0 0
